"credit_risk","age","amount","credit_history","duration","employment_duration","foreign_worker","housing","installment_rate","job","number_credits","other_debtors","other_installment_plans","people_liable","personal_status_sex","present_residence","property","purpose","savings","status","telephone"
"636","good",47,1393,"no credits taken/all credits paid back duly",12,">= 7 yrs","no","rent","< 20","skilled employee/official","4-5","none","bank","3 or more","male : married/widowed",">= 7 yrs","car or other","repairs","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"637","good",28,1376,"no credits taken/all credits paid back duly",24,"4 <= ... < 7 yrs","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single","< 1 yr","building soc. savings agr. / life insurance","furniture/equipment","100 <= ... < 500 DM","... >= 200 DM / salary for at least 1 year","no"
"638","good",21,15653,"existing credits paid back duly till now",60,"4 <= ... < 7 yrs","no","rent","25 <= ... < 35","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","furniture/equipment","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"639","good",34,1493,"no credits taken/all credits paid back duly",12,"< 1 yr","no","rent","< 20","skilled employee/official","1","none","none","3 or more","female : non-single or male : single","4 <= ... < 7 yrs","building soc. savings agr. / life insurance","furniture/equipment","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"640","bad",26,4370,"existing credits paid back duly till now",42,"4 <= ... < 7 yrs","no","rent","20 <= ... < 25","skilled employee/official","2-3","none","bank","3 or more","male : married/widowed","1 <= ... < 4 yrs","car or other","furniture/equipment","unknown/no savings account","no checking account","yes (under customer name)"
"641","bad",27,750,"no credits taken/all credits paid back duly",18,"unemployed","no","rent","< 20","unemployed/unskilled - non-resident","1","none","none","0 to 2","female : non-single or male : single","< 1 yr","unknown / no property","repairs","unknown/no savings account","no checking account","no"
"642","good",0,1308,"no credits taken/all credits paid back duly",15,NA,"no","rent","< 20","unskilled - resident","2-3","none","none","0 to 2","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","domestic appliances","unknown/no savings account","... < 0 DM","no"
"643","bad",0,4623,"no credits taken/all credits paid back duly",15,"1 <= ... < 4 yrs","no","rent","20 <= ... < 25","manager/self-empl/highly qualif. employee","1","none","none","0 to 2","male : married/widowed","1 <= ... < 4 yrs","car or other","repairs","... < 100 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"644","good",0,1851,"all credits at this bank paid back duly",24,"4 <= ... < 7 yrs","no","rent","< 20","skilled employee/official","2-3","guarantor","none","0 to 2","female : single","1 <= ... < 4 yrs","building soc. savings agr. / life insurance","furniture/equipment","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"645","good",32,1880,"all credits at this bank paid back duly",18,"4 <= ... < 7 yrs","no","rent","< 20","manager/self-empl/highly qualif. employee","2-3","none","none","0 to 2","female : single","< 1 yr","car or other","furniture/equipment","unknown/no savings account","no checking account","yes (under customer name)"
"646","bad",27,7980,"existing credits paid back duly till now",36,"< 1 yr","no","for free","< 20","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","retraining","... >= 1000 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"647","good",32,4583,"delay in paying off in the past",30,"1 <= ... < 4 yrs","no","rent","25 <= ... < 35","skilled employee/official","2-3","guarantor","none","0 to 2","male : divorced/separated","1 <= ... < 4 yrs","unknown / no property","car (used)","unknown/no savings account","no checking account","no"
"648","bad",26,1386,"no credits taken/all credits paid back duly",12,"1 <= ... < 4 yrs","no","rent","25 <= ... < 35","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single","1 <= ... < 4 yrs","car or other","others","100 <= ... < 500 DM","... >= 200 DM / salary for at least 1 year","no"
"649","bad",38,947,"no credits taken/all credits paid back duly",24,"4 <= ... < 7 yrs","no","own","< 20","skilled employee/official","1","none","bank","3 or more","male : married/widowed","4 <= ... < 7 yrs","real estate","others","unknown/no savings account","0<= ... < 200 DM","no"
"650","bad",40,684,"no credits taken/all credits paid back duly",12,"1 <= ... < 4 yrs","no","for free","< 20","unskilled - resident","1","none","none","3 or more","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","repairs","unknown/no savings account","no checking account","no"
"651","good",50,7476,"no credits taken/all credits paid back duly",48,"4 <= ... < 7 yrs","no","own","< 20","manager/self-empl/highly qualif. employee","1","none","none","0 to 2","male : married/widowed","< 1 yr","real estate","repairs","unknown/no savings account","no checking account","yes (under customer name)"
"652","bad",37,1922,"no credits taken/all credits paid back duly",12,NA,"no","rent","< 20","unskilled - resident","1","none","none","0 to 2","male : married/widowed","1 <= ... < 4 yrs","car or other","car (used)","unknown/no savings account","... < 0 DM","no"
"653","bad",45,2303,"no credits taken/all credits paid back duly",24,NA,"no","rent","< 20","skilled employee/official","1","co-applicant","none","0 to 2","male : married/widowed","< 1 yr","unknown / no property","others","unknown/no savings account","no checking account","no"
"654","bad",NA,8086,"existing credits paid back duly till now",36,">= 7 yrs","no","rent","25 <= ... < 35","manager/self-empl/highly qualif. employee",">= 6","none","none","0 to 2","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","others","... < 100 DM","... < 0 DM","yes (under customer name)"
"655","good",35,2346,"all credits at this bank paid back duly",24,"4 <= ... < 7 yrs","no","rent","< 20","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed","4 <= ... < 7 yrs","building soc. savings agr. / life insurance","car (new)","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"656","good",22,3973,"no credits taken/all credits paid back duly",14,"unemployed","no","own",">= 35","skilled employee/official","1","none","none","0 to 2","male : married/widowed",">= 7 yrs","real estate","others","unknown/no savings account","no checking account","no"
"657","bad",41,888,"no credits taken/all credits paid back duly",12,">= 7 yrs","no","rent","< 20","unskilled - resident","1","none","bank","3 or more","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","others","unknown/no savings account","... < 0 DM","no"
"658","good",37,10222,"no credits taken/all credits paid back duly",48,"4 <= ... < 7 yrs","no","rent","< 20","skilled employee/official","1","none","stores","0 to 2","male : married/widowed","4 <= ... < 7 yrs","building soc. savings agr. / life insurance","furniture/equipment","... >= 1000 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"659","good",NA,4221,"delay in paying off in the past",30,"1 <= ... < 4 yrs","no","rent","25 <= ... < 35","skilled employee/official","2-3","none","none","0 to 2","female : non-single or male : single","< 1 yr","building soc. savings agr. / life insurance","retraining","unknown/no savings account","... < 0 DM","no"
"660","good",41,6361,"all credits at this bank paid back duly",18,">= 7 yrs","no","rent","25 <= ... < 35","skilled employee/official","1","none","none","0 to 2","male : married/widowed","< 1 yr","real estate","car (used)","unknown/no savings account","... < 0 DM","yes (under customer name)"
"661","good",23,1297,"no credits taken/all credits paid back duly",12,"1 <= ... < 4 yrs","no","for free","20 <= ... < 25","skilled employee/official","1","none","none","0 to 2","female : single",">= 7 yrs","unknown / no property","furniture/equipment","unknown/no savings account","0<= ... < 200 DM","no"
"662","bad",NA,900,"no credits taken/all credits paid back duly",12,"1 <= ... < 4 yrs","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : single","1 <= ... < 4 yrs","building soc. savings agr. / life insurance","others","... >= 1000 DM","no checking account","no"
"663","good",50,2241,"no credits taken/all credits paid back duly",21,NA,"no","rent","< 20","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed","1 <= ... < 4 yrs","unknown / no property","car (used)","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"664","good",35,1050,"existing credits paid back duly till now",6,"unemployed","no","rent","< 20","manager/self-empl/highly qualif. employee",NA,"none","stores","0 to 2","male : married/widowed","< 1 yr","car or other","car (used)","unknown/no savings account","... < 0 DM","yes (under customer name)"
"665","good",50,1047,"all credits at this bank paid back duly",6,"1 <= ... < 4 yrs","no","rent","25 <= ... < 35","unskilled - resident","1","none","none","0 to 2","female : non-single or male : single",">= 7 yrs","car or other","repairs","unknown/no savings account","0<= ... < 200 DM","no"
"666","good",27,6314,"all credits at this bank paid back duly",24,"unemployed","no","rent","< 20","manager/self-empl/highly qualif. employee","2-3","co-applicant","bank","0 to 2","male : married/widowed","1 <= ... < 4 yrs","real estate","business","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"667","good",0,3496,"critical account/other credits elsewhere",30,"1 <= ... < 4 yrs","no","rent","< 20","skilled employee/official","1","none","stores","3 or more","male : married/widowed","1 <= ... < 4 yrs","building soc. savings agr. / life insurance","car (used)","500 <= ... < 1000 DM","... < 0 DM","yes (under customer name)"
"668","good",27,3609,"critical account/other credits elsewhere",48,NA,"no","rent",">= 35","skilled employee/official","1","none","stores","0 to 2","female : non-single or male : single","< 1 yr","unknown / no property","retraining","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"669","bad",43,4843,"all credits at this bank paid back duly",12,">= 7 yrs","no","for free","20 <= ... < 25","skilled employee/official","2-3","co-applicant","none","0 to 2","male : married/widowed",">= 7 yrs","car or other","others","unknown/no savings account","no checking account","yes (under customer name)"
"670","good",47,3017,"all credits at this bank paid back duly",30,">= 7 yrs","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","male : married/widowed",">= 7 yrs","car or other","furniture/equipment","unknown/no savings account","0<= ... < 200 DM","no"
"671","good",27,4139,"all credits at this bank paid back duly",24,"1 <= ... < 4 yrs","no","rent","20 <= ... < 25","unskilled - resident","2-3","none","none","0 to 2","male : married/widowed","4 <= ... < 7 yrs","car or other","retraining","... < 100 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"672","good",31,5742,"no credits taken/all credits paid back duly",36,"4 <= ... < 7 yrs","no","rent","25 <= ... < 35","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed","1 <= ... < 4 yrs","building soc. savings agr. / life insurance","retraining","... < 100 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
